date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:04:06	29629/29629	---MCZ	200	added ('OK')	text/css	etag:W/%2259086344-73bd%22	https://www.valleyviewschools.net/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/revslider/public/assets/css/settings4ee1.css	(from https://www.valleyviewschools.net/)
20:04:06	5871/5871	---M--	200	added ('OK')	text/css	etag:%225d30dd43-16ef%22	https://www.valleyviewschools.net/wp-content/plugins/tablepress/css/default.min.css?ver=1.9.2	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/tablepress/css/default.min2c00.css	(from https://www.valleyviewschools.net/)
20:04:07	8566/8566	---M--	200	added ('OK')	text/css	etag:%225df2962f-2176%22	https://www.valleyviewschools.net/wp-content/plugins/tablepress-responsive-tables/css/tablepress-responsive.min.css?ver=1.6	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/tablepress-responsive-tables/css/tablepress-responsive.minf24c.css	(from https://www.valleyviewschools.net/)
20:04:08	8982/8982	---M--	200	added ('OK')	text/css	etag:%225d30dd42-2316%22	https://www.valleyviewschools.net/wp-content/plugins/google-calendar-events/assets/css/vendor/jquery.qtip.min.css?ver=3.1.22	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/google-calendar-events/assets/css/vendor/jquery.qtip.min93d5.css	(from https://www.valleyviewschools.net/)
20:04:10	10431/10431	---MCZ	200	added ('OK')	text/css	etag:W/%225d30dd42-28bf%22	https://www.valleyviewschools.net/wp-content/plugins/google-calendar-events/assets/css/default-calendar-grid.min.css?ver=3.1.22	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/google-calendar-events/assets/css/default-calendar-grid.min93d5.css	(from https://www.valleyviewschools.net/)
20:04:10	9163/9163	---M--	200	added ('OK')	text/css	etag:%225d30dd42-23cb%22	https://www.valleyviewschools.net/wp-content/plugins/google-calendar-events/assets/css/default-calendar-list.min.css?ver=3.1.22	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/google-calendar-events/assets/css/default-calendar-list.min93d5.css	(from https://www.valleyviewschools.net/)
20:04:12	484857/484857	---MCZ	200	added ('OK')	text/css	etag:W/%225d519c38-765f9%22	https://www.valleyviewschools.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/js_composer/assets/css/js_composer.min52c7.css	(from https://www.valleyviewschools.net/)
20:04:13	435859/435859	---MCZ	200	added ('OK')	text/css	etag:W/%225da7000d-6a693%22	https://www.valleyviewschools.net/wp-content/themes/valleyview/css/main.min.css?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/themes/valleyview/css/main.min50fa.css	(from https://www.valleyviewschools.net/)
20:04:14	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%2259089c10-7918%22	https://www.valleyviewschools.net/wp-content/themes/valleyview/fonts/FontAwesome/css/font-awesome.min.css?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/themes/valleyview/fonts/FontAwesome/css/font-awesome.min50fa.css	(from https://www.valleyviewschools.net/)
20:04:15	23616/23616	---MCZ	200	added ('OK')	text/css	etag:W/%2259089c12-5c40%22	https://www.valleyviewschools.net/wp-content/themes/valleyview/fonts/fontello/css/fontello.min.css?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/themes/valleyview/fonts/fontello/css/fontello.min50fa.css	(from https://www.valleyviewschools.net/)
20:04:16	85631/85631	---MCZ	200	added ('OK')	text/css	etag:W/%22593158a0-14e7f%22	https://www.valleyviewschools.net/wp-content/themes/valleyview/css/post-type.css?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/themes/valleyview/css/post-type50fa.css	(from https://www.valleyviewschools.net/)
20:04:17	482296/482296	---MCZ	200	added ('OK')	text/css	etag:W/%225da700df-75bf8%22	https://www.valleyviewschools.net/wp-content/uploads/wp-less/valleyview/css/custom-1aaf6bec6a.css?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/wp-less/valleyview/css/custom-1aaf6bec6a50fa.css	(from https://www.valleyviewschools.net/)
20:04:18	48059/48059	---MCZ	200	added ('OK')	text/css	etag:W/%225da700df-bbbb%22	https://www.valleyviewschools.net/wp-content/uploads/wp-less/valleyview/css/media-1aaf6bec6a.css?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/wp-less/valleyview/css/media-1aaf6bec6a50fa.css	(from https://www.valleyviewschools.net/)
20:04:19	34623/34623	---MCZ	200	added ('OK')	text/css	etag:W/%225da700df-873f%22	https://www.valleyviewschools.net/wp-content/uploads/wp-less/valleyview/css/post-type-dynamic-1aaf6bec6a.css?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/wp-less/valleyview/css/post-type-dynamic-1aaf6bec6a50fa.css	(from https://www.valleyviewschools.net/)
20:04:19	7396/7396	---M--	200	added ('OK')	text/css	etag:%225da7015a-1ce4%22	https://www.valleyviewschools.net/wp-content/themes/valleyview/style.css?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/themes/valleyview/style50fa.css	(from https://www.valleyviewschools.net/)
20:04:21	27639/27639	---MCZ	200	added ('OK')	text/css	etag:W/%22595e2922-6bf7%22	https://www.valleyviewschools.net/wp-content/uploads/smile_fonts/Defaults/Defaults.css?ver=5.3	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/smile_fonts/Defaults/Defaultsde54.css	(from https://www.valleyviewschools.net/)
20:04:22	424667/424667	---MCZ	200	added ('OK')	text/css	etag:W/%2259086346-67adb%22	https://www.valleyviewschools.net/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/ultimate.min.css?ver=3.16.7	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/ultimate.minbcd2.css	(from https://www.valleyviewschools.net/)
20:04:23	96873/96873	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d30dd27-17a69%22	https://www.valleyviewschools.net/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-includes/js/jquery/jquery4a5f.js	(from https://www.valleyviewschools.net/)
20:04:23	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%22573eaa90-2748%22	https://www.valleyviewschools.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://www.valleyviewschools.net/)
20:04:24	1718/1718	---M--	200	added ('OK')	application/javascript	etag:%2259672c02-6b6%22	https://www.valleyviewschools.net/wp-content/plugins/jb-horizontal-scroller-news-ticker/js/jquery.li-scroller.1.0.js?ver=5.3	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/jb-horizontal-scroller-news-ticker/js/jquery.li-scroller.1.0de54.js	(from https://www.valleyviewschools.net/)
20:04:26	107526/107526	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259086344-1a406%22	https://www.valleyviewschools.net/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.3.1.5	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min4ee1.js	(from https://www.valleyviewschools.net/)
20:04:27	62397/62397	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259086344-f3bd%22	https://www.valleyviewschools.net/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.3.1.5	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min4ee1.js	(from https://www.valleyviewschools.net/)
20:04:28	11475/11475	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259089c54-2cd3%22	https://www.valleyviewschools.net/wp-content/themes/valleyview/js/above-the-fold.min.js?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/themes/valleyview/js/above-the-fold.min50fa.js	(from https://www.valleyviewschools.net/)
20:04:28	3931/3931	---M--	200	added ('OK')	application/javascript	etag:%225df29613-f5b%22	https://www.valleyviewschools.net/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-includes/js/jquery/ui/core.mine899.js	(from https://www.valleyviewschools.net/)
20:04:31	864/864	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Oct%202020%2001:04:30%20GMT	https://www.valleyviewschools.net/xmlrpc.php?rsd	/Users/larsoncarter/Desktop/www.valleyviewschools.net/xmlrpc0db0.php	(from https://www.valleyviewschools.net/)
20:04:31	255164/255164	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259086346-3e4bc%22	https://www.valleyviewschools.net/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate.min.js?ver=3.16.7	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate.minbcd2.js	(from https://www.valleyviewschools.net/)
20:04:31	83699/83699	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Oct%202020%2001:04:31%20GMT	https://www.valleyviewschools.net/wp-json/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-json/index.html	(from https://www.valleyviewschools.net/)
20:04:31	1045/1045	---M--	200	added ('OK')	text/xml	etag:%2252a8c1b8-415%22	https://www.valleyviewschools.net/wp-includes/wlwmanifest.xml	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-includes/wlwmanifest.xml	(from https://www.valleyviewschools.net/)
20:04:33	2149/2149	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Oct%202020%2001:04:32%20GMT	https://www.valleyviewschools.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.valleyviewschools.net%2F	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-json/oembed/1.0/embed4629.json	(from https://www.valleyviewschools.net/)
20:04:34	2234/2234	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Oct%202020%2001:04:33%20GMT	https://www.valleyviewschools.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.valleyviewschools.net%2F&format=xml	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-json/oembed/1.0/embeded1e	(from https://www.valleyviewschools.net/)
20:04:34	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Fri,%2030%20Oct%202020%2001:04:34%20GMT	https://www.valleyviewschools.net/wp-admin/admin-ajax.php	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-admin/admin-ajax.php	(from https://www.valleyviewschools.net/)
20:04:35	34613/34613	---M--	200	added ('OK')	image/png	etag:%22596ca308-8735%22	https://www.valleyviewschools.net/wp-content/uploads/2017/07/fav.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2017/07/fav.png	(from https://www.valleyviewschools.net/)
20:04:37	67344/67344	---M--	200	added ('OK')	image/gif	etag:%22597b11f6-10710%22	https://www.valleyviewschools.net/wp-content/uploads/2017/07/gif.gif	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2017/07/gif.gif	(from https://www.valleyviewschools.net/)
20:04:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Oct%202020%2001:04:37%20GMT	http://www.valleyviewschools.net/?wordfence_lh=1&hid=33DDA8919DCA795CE82FA37C5E833184	/Users/larsoncarter/Desktop/www.valleyviewschools.net/index2e64.html	(from https://www.valleyviewschools.net/)
20:04:39	35194/35194	---M--	200	added ('OK')	image/png	etag:%22596dfeba-897a%22	https://www.valleyviewschools.net/wp-content/uploads/2017/07/logo_1-1_Updated-1.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2017/07/logo_1-1_Updated-1.png	(from https://www.valleyviewschools.net/)
20:04:39	34613/34613	---M--	200	added ('OK')	image/png	etag:%22595e3e08-8735%22	https://www.valleyviewschools.net/wp-content/uploads/2017/07/logo_1-1.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2017/07/logo_1-1.png	(from https://www.valleyviewschools.net/)
20:04:41	81293/81293	---M--	200	added ('OK')	image/png	etag:%225982e9c8-13d8d%22	https://www.valleyviewschools.net/wp-content/uploads/2017/08/slider_logo.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2017/08/slider_logo.png	(from https://www.valleyviewschools.net/)
20:04:41	68070/68070	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:41%20GMT	https://www.valleyviewschools.net/administration/school-board/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/administration/school-board/index.html	(from https://www.valleyviewschools.net/)
20:04:41	60573/60573	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:41%20GMT	https://www.valleyviewschools.net/administration/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/administration/index.html	(from https://www.valleyviewschools.net/)
20:04:42	20248/20248	---M--	200	added ('OK')	image/png	etag:%22595e74e0-4f18%22	https://www.valleyviewschools.net/wp-content/uploads/2014/10/home_access_center.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2014/10/home_access_center.png	(from https://www.valleyviewschools.net/)
20:04:43	64646/64646	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:43%20GMT	https://www.valleyviewschools.net/administration/superintendent/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/administration/superintendent/index.html	(from https://www.valleyviewschools.net/)
20:04:43	65900/65900	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:43%20GMT	https://www.valleyviewschools.net/schools/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/schools/index.html	(from https://www.valleyviewschools.net/)
20:04:43	89730/89730	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:43%20GMT	https://www.valleyviewschools.net/valley-view-high-school/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/valley-view-high-school/index.html	(from https://www.valleyviewschools.net/)
20:04:44	20120/20120	---M--	200	added ('OK')	image/png	etag:%22595e74e2-4e98%22	https://www.valleyviewschools.net/wp-content/uploads/2014/10/lesson_plans.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2014/10/lesson_plans.png	(from https://www.valleyviewschools.net/)
20:04:45	80146/80146	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:45%20GMT	https://www.valleyviewschools.net/valley-view-intermediate-school/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/valley-view-intermediate-school/index.html	(from https://www.valleyviewschools.net/)
20:04:45	83985/83985	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:45%20GMT	https://www.valleyviewschools.net/valley-view-junior-high-school/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/valley-view-junior-high-school/index.html	(from https://www.valleyviewschools.net/)
20:04:45	80297/80297	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:45%20GMT	https://www.valleyviewschools.net/valley-view-intermediate-school-blue/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/valley-view-intermediate-school-blue/index.html	(from https://www.valleyviewschools.net/)
20:04:45	377982/377982	---M--	200	added ('OK')	image/jpeg	etag:%225982e9b1-5c47e%22	https://www.valleyviewschools.net/wp-content/uploads/2017/08/slide_bg.jpg	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2017/08/slide_bg.jpg	(from https://www.valleyviewschools.net/)
20:04:46	19290/19290	---M--	200	added ('OK')	image/png	etag:%22596caf04-4b5a%22	https://www.valleyviewschools.net/wp-content/uploads/2014/10/menu-1.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2014/10/menu-1.png	(from https://www.valleyviewschools.net/)
20:04:47	79030/79030	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:47%20GMT	https://www.valleyviewschools.net/valley-view-elementary-school/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/valley-view-elementary-school/index.html	(from https://www.valleyviewschools.net/)
20:04:47	72822/72822	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:47%20GMT	https://www.valleyviewschools.net/departments/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/departments/index.html	(from https://www.valleyviewschools.net/)
20:04:47	77342/77342	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:47%20GMT	https://www.valleyviewschools.net/valley-view-pre-k-program/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/valley-view-pre-k-program/index.html	(from https://www.valleyviewschools.net/)
20:04:47	74823/74823	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:47%20GMT	https://www.valleyviewschools.net/departments/athletics/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/departments/athletics/index.html	(from https://www.valleyviewschools.net/)
20:04:49	54197/54197	---M--	200	added ('OK')	image/png	etag:%22596dff9e-d3b5%22	https://www.valleyviewschools.net/wp-content/uploads/2014/10/seo_updated.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2014/10/seo_updated.png	(from https://www.valleyviewschools.net/)
20:04:49	58204/58204	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:49%20GMT	https://www.valleyviewschools.net/federal-programs/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/federal-programs/index.html	(from https://www.valleyviewschools.net/)
20:04:49	70403/70403	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:49%20GMT	https://www.valleyviewschools.net/fine-arts-center/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/fine-arts-center/index.html	(from https://www.valleyviewschools.net/)
20:04:49	61877/61877	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:49%20GMT	https://www.valleyviewschools.net/departments/clubs/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/departments/clubs/index.html	(from https://www.valleyviewschools.net/)
20:04:53	126418/126418	---M--	200	added ('OK')	image/png	etag:%225f0f0c11-1edd2%22	https://www.valleyviewschools.net/wp-content/uploads/2020/07/IMG_7936.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2020/07/IMG_7936.png	(from https://www.valleyviewschools.net/)
20:04:53	67531/67531	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:51%20GMT	http://www.valleyviewschools.net/gt/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/gt/index.html	(from https://www.valleyviewschools.net/)
20:04:53	72050/72050	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:51%20GMT	https://www.valleyviewschools.net/departments/food-services/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/departments/food-services/index.html	(from https://www.valleyviewschools.net/)
20:04:53	59188/59188	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:51%20GMT	https://www.valleyviewschools.net/health-services/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/health-services/index.html	(from https://www.valleyviewschools.net/)
20:04:54	64978/64978	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:54%20GMT	https://www.valleyviewschools.net/departments/media-centers/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/departments/media-centers/index.html	(from https://www.valleyviewschools.net/)
20:04:54	64231/64231	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:54%20GMT	https://www.valleyviewschools.net/special-education/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/special-education/index.html	(from https://www.valleyviewschools.net/)
20:04:54	57720/57720	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:54%20GMT	https://www.valleyviewschools.net/student-support-services/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/student-support-services/index.html	(from https://www.valleyviewschools.net/)
20:04:54	153660/153660	---M--	200	added ('OK')	image/png	etag:%225f0db0d2-2583c%22	https://www.valleyviewschools.net/wp-content/uploads/2020/07/IMG_1212.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2020/07/IMG_1212.png	(from https://www.valleyviewschools.net/)
20:04:55	36159/36159	---M--	200	added ('OK')	image/jpeg	etag:%225f98776b-8d3f%22	https://www.valleyviewschools.net/wp-content/uploads/2020/10/state-logo.jpg	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/uploads/2020/10/state-logo.jpg	(from https://www.valleyviewschools.net/)
20:04:56	60082/60082	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:56%20GMT	https://www.valleyviewschools.net/informations/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/informations/index.html	(from https://www.valleyviewschools.net/)
20:04:56	58638/58638	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:56%20GMT	https://www.valleyviewschools.net/employment/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/employment/index.html	(from https://www.valleyviewschools.net/)
20:04:56	72455/72455	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:56%20GMT	https://www.valleyviewschools.net/informations/facultystaff/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/informations/facultystaff/index.html	(from https://www.valleyviewschools.net/)
20:04:56	65331/65331	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:56%20GMT	https://www.valleyviewschools.net/technology-department/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/technology-department/index.html	(from https://www.valleyviewschools.net/)
20:04:57	18101/18101	---M--	200	added ('OK')	image/png	etag:%2259674c8e-46b5%22	https://www.valleyviewschools.net/wp-content/plugins/jb-horizontal-scroller-news-ticker/img/announcementsfooter.png	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/jb-horizontal-scroller-news-ticker/img/announcementsfooter.png	(from https://www.valleyviewschools.net/)
20:04:58	58624/58624	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:58%20GMT	https://www.valleyviewschools.net/location/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/location/index.html	(from https://www.valleyviewschools.net/)
20:04:58	59126/59126	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:58%20GMT	https://www.valleyviewschools.net/district-building-map/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/district-building-map/index.html	(from https://www.valleyviewschools.net/)
20:04:58	79764/79764	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:58%20GMT	https://www.valleyviewschools.net/parentstudent/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/parentstudent/index.html	(from https://www.valleyviewschools.net/)
20:04:58	90007/90007	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Oct%202020%2001:04:58%20GMT	https://www.valleyviewschools.net/contact-us/	/Users/larsoncarter/Desktop/www.valleyviewschools.net/contact-us/index.html	(from https://www.valleyviewschools.net/)
20:05:00	53987/53987	---MCZ	200	added ('OK')	text/css	etag:W/%225d519c38-d2e3%22	https://www.valleyviewschools.net/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=6.0.5	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min52c7.css	(from https://www.valleyviewschools.net/)
20:05:01	335962/335962	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259089c54-5205a%22	https://www.valleyviewschools.net/wp-content/themes/valleyview/js/main.min.js?ver=4.2.1	/Users/larsoncarter/Desktop/www.valleyviewschools.net/wp-content/themes/valleyview/js/main.min50fa.js	(from https://www.valleyviewschools.net/)
